measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
29,Summary exposure value,54,Slovakia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,24.47985121367134,35.88490705800616,16.384576285232217
29,Summary exposure value,54,Slovakia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,14.37606254853843,18.44893100364401,10.82046775142419
29,Summary exposure value,58,Estonia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,28.69419616310785,31.60268068903039,25.733504116903998
29,Summary exposure value,58,Estonia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,10.731950711161211,23.32014108299695,3.8792151043311898
29,Summary exposure value,58,Estonia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,10.34935380475331,12.985771454277332,7.82241815498696
29,Summary exposure value,62,Russian Federation,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,13.383056144692752,19.65626609143965,9.048939216878
29,Summary exposure value,62,Russian Federation,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,11.6131641946258,14.910377042671,8.80318443791676
29,Summary exposure value,63,Ukraine,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,24.43982952385894,26.48570974151026,22.03663732230745
29,Summary exposure value,66,Brunei Darussalam,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,22.65428363531047,28.48157003526421,17.67427283709494
29,Summary exposure value,67,Japan,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,13.55190021248221,15.7582460076268,11.80229932284119
29,Summary exposure value,67,Japan,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,19.74537728281649,28.0890111867721,13.617731791396201
29,Summary exposure value,71,Australia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,29.99483853227538,33.04955840037524,26.40601107109803
29,Summary exposure value,71,Australia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,30.00715803903049,42.4046105627849,20.63245954674342
29,Summary exposure value,71,Australia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,37.42668392829637,42.76330837392151,31.729024049896783
29,Summary exposure value,75,Austria,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,23.302761489959583,26.81994777479253,20.34227558846377
29,Summary exposure value,75,Austria,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,25.68339108917801,35.85707035617993,17.763404967986478
29,Summary exposure value,75,Austria,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,16.825580518760237,21.02914023561208,13.11123974013913
29,Summary exposure value,79,Finland,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,27.84305944183804,30.29249663855746,25.50549676699908
29,Summary exposure value,79,Finland,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,28.9794338257168,41.91836759347451,19.82515006795635
29,Summary exposure value,79,Finland,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,18.987074972780942,23.52455278327481,14.598310419964001
29,Summary exposure value,83,Iceland,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,27.794169120341788,31.269023098852887,24.351612856981088
29,Summary exposure value,83,Iceland,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,22.9776413454643,54.96439295629284,6.672532169492951
29,Summary exposure value,83,Iceland,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,22.88433718879067,28.440207696591752,17.663043125736
29,Summary exposure value,87,Luxembourg,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,25.82459374631566,29.17288168667626,22.75508481315523
29,Summary exposure value,87,Luxembourg,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,10.06697013304826,26.69532330494895,3.05313420554465
29,Summary exposure value,87,Luxembourg,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,16.70441471423965,20.8304726263904,13.196750798121752
29,Summary exposure value,91,Portugal,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,26.53583773253258,28.85682452947533,24.13346975362466
29,Summary exposure value,91,Portugal,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,22.61371940876274,35.46467669423457,14.3495418100591
29,Summary exposure value,91,Portugal,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,22.33343060893791,26.96414678550671,17.16589507518068
29,Summary exposure value,95,United Kingdom,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,33.14104644533251,35.90035187769452,30.14188834790793
29,Summary exposure value,95,United Kingdom,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,37.11211562549937,50.79541794671726,26.167076353959978
29,Summary exposure value,95,United Kingdom,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,32.48257456324845,37.64096902239509,27.54686258749819
29,Summary exposure value,99,Uruguay,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,28.93779067623261,31.08299003197316,26.656500226110502
29,Summary exposure value,99,Uruguay,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,36.17418853710797,63.4082812074085,12.326425460422689
29,Summary exposure value,99,Uruguay,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,16.659117487636728,20.43530696508864,13.37445423653926
29,Summary exposure value,107,Barbados,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,17.82653818880976,43.9198722089223,5.136776997195
29,Summary exposure value,107,Barbados,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,40.43607678002855,47.41906543512443,33.12105307299917
29,Summary exposure value,108,Belize,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,24.024138894796078,28.00045697628395,19.54495074797298
29,Summary exposure value,111,Dominican Republic,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,19.68078799932366,24.52775461469414,15.689071029373181
29,Summary exposure value,112,Grenada,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,23.33270283031375,27.55090675886201,19.10142351117894
29,Summary exposure value,112,Grenada,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,6.21706408420666,16.0000245806491,2.10981478274706
29,Summary exposure value,112,Grenada,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,19.011555762672792,23.23587497638611,14.98274396976911
29,Summary exposure value,6,China,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,16.24327271771662,18.70206717329587,14.16862083404663
29,Summary exposure value,6,China,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,7.636598177076361,10.33651911558804,5.3521451747797
29,Summary exposure value,6,China,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,15.578009322007699,19.21711603865713,11.78710647224169
29,Summary exposure value,116,Saint Lucia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,27.73371583949163,31.69265182216104,24.05350831253033
29,Summary exposure value,116,Saint Lucia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,9.95767981750027,26.24684133612827,2.92984916070059
29,Summary exposure value,54,Slovakia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,24.51783674576869,27.20916178490988,22.082591703223482
29,Summary exposure value,54,Slovakia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2012,22.85352693059208,32.11846897485267,15.17636284989603
29,Summary exposure value,133,Venezuela (Bolivarian Republic of),3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2013,32.80789650639634,38.61550209709589,26.963131677839957
29,Summary exposure value,133,Venezuela (Bolivarian Republic of),3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2013,18.781721063722483,26.927430278503927,13.03306450325015
29,Summary exposure value,133,Venezuela (Bolivarian Republic of),3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2013,14.491526788176202,19.0988287726964,10.18723078584741
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,26.259986899101218,29.0145491717814,23.55176202296459
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2012,25.61060957801945,49.72466537859582,8.917690369168369
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,16.09523681205278,20.225523559506982,12.20152196933196
29,Summary exposure value,54,Slovakia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,14.277059775917369,18.25271216489589,10.85997019717064
29,Summary exposure value,58,Estonia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,28.176334020855997,31.074483624170718,25.53074030752518
29,Summary exposure value,59,Latvia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,24.724735549693698,27.103868393374793,22.24568954606799
29,Summary exposure value,197,Eswatini,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,29.45427214672972,32.855946359765085,25.983038387190422
29,Summary exposure value,200,Benin,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,4.33291885905942,5.69347354028708,3.12631935919608
29,Summary exposure value,116,Saint Lucia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,19.0594039111086,23.68351235495507,14.924248305053869
29,Summary exposure value,10,Cambodia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,7.4447505536983805,8.69100693894969,6.2633750405616695
29,Summary exposure value,10,Cambodia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,3.6287753007787,9.2371241110091,1.35825474231943
29,Summary exposure value,10,Cambodia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,3.79982535932674,5.28304956677045,2.54206573034861
29,Summary exposure value,59,Latvia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2012,6.01018273146735,12.6335017083461,2.3632248162332803
29,Summary exposure value,59,Latvia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,13.84622564398379,17.26907477641032,10.50080009405787
29,Summary exposure value,198,Zimbabwe,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,16.23668712483313,18.17820840071912,14.28172089329213
29,Summary exposure value,201,Burkina Faso,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,7.7134758567936,9.56807913614331,5.73342322892651
29,Summary exposure value,132,Panama,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2013,30.31708808249861,34.27195255559522,25.66477111294671
29,Summary exposure value,132,Panama,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2013,11.698220705127941,30.77155385119771,3.52113449577988
29,Summary exposure value,132,Panama,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2013,14.42375855503084,19.534468279656668,10.12629654346804
29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,19.88178333788985,23.786369329643588,16.87574311467534
29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2012,10.866832060216609,15.311342223861729,7.35988063443288
29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,27.143172322850724,32.63844797925812,21.56116573327
29,Summary exposure value,201,Burkina Faso,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,9.34893788472889,11.29894410708902,7.851476277083
29,Summary exposure value,201,Burkina Faso,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2012,2.23034031360403,5.22293731111317,0.99003502178145
29,Summary exposure value,80,France,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1999,20.15790227716214,22.36332710902221,17.966831779641872
29,Summary exposure value,80,France,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1999,20.53487071393631,30.512877631127637,12.52955899027605
29,Summary exposure value,80,France,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1999,21.83527912516461,26.05988010584568,17.63348027515666
29,Summary exposure value,61,Republic of Moldova,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2013,3.5106999652888797,8.450608088429181,1.3767102888676501
29,Summary exposure value,61,Republic of Moldova,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2013,12.47206208568265,16.70575304032444,8.95248179427303
29,Summary exposure value,25,Micronesia (Federated States of),3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2007,38.11370026114674,42.52368218682751,34.14626971871693
29,Summary exposure value,25,Micronesia (Federated States of),3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2007,7.9623004839884395,20.29748944930036,2.71213354672219
29,Summary exposure value,25,Micronesia (Federated States of),3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2007,53.16620045415535,59.68311477074676,47.22950955632841
29,Summary exposure value,60,Lithuania,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2013,23.739359283001498,26.146967068263884,21.40430058117558
29,Summary exposure value,60,Lithuania,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2013,9.42021015995458,20.58269042777493,3.5922366597262596
29,Summary exposure value,60,Lithuania,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2013,15.2060319928818,18.51007475863847,12.008957250018371
29,Summary exposure value,105,Antigua and Barbuda,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1994,18.60413151174872,24.57324893085703,14.13589534962677
29,Summary exposure value,108,Belize,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1994,9.16297954130172,20.843765779760428,2.77239943560337
29,Summary exposure value,108,Belize,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1994,16.81157519889572,21.60479437934021,12.658944740864941
29,Summary exposure value,146,Lebanon,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2003,30.198851056964536,35.743929381796605,24.58677496507878
29,Summary exposure value,186,Seychelles,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2011,4.08178018704857,9.9169092469204,1.6766357094287698
29,Summary exposure value,186,Seychelles,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2011,15.79215344526397,20.60216258924682,11.78573390033033
29,Summary exposure value,141,Egypt,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2013,40.31649421551913,43.45523996155158,36.09541607039404
29,Summary exposure value,141,Egypt,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2013,10.05169757356966,13.83464940412161,7.209376593947909
29,Summary exposure value,141,Egypt,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2013,22.61526368315745,26.771312882103082,18.238566782803
29,Summary exposure value,58,Estonia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2012,10.49376138028964,22.54855145167873,3.74521322753436
29,Summary exposure value,58,Estonia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,10.14636606188805,12.89208804014601,7.596414251375359
29,Summary exposure value,114,Haiti,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1997,8.22168184720113,11.01060131159772,6.262501258357769
29,Summary exposure value,118,Suriname,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2011,17.651059871802698,22.78337631950034,13.434881306691349
29,Summary exposure value,118,Suriname,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2011,16.22188155848942,41.21054779502851,4.73344995560461
29,Summary exposure value,118,Suriname,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2011,29.8918424839931,35.882231957893616,24.556341944938172
29,Summary exposure value,105,Antigua and Barbuda,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2002,21.29471765612675,27.032661435998367,15.96027548829484
29,Summary exposure value,108,Belize,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2002,12.2668890165368,27.3917848396018,3.76806875824228
29,Summary exposure value,108,Belize,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2002,17.45596066294949,22.387302926558668,13.57182787945539
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1996,23.134664637370157,27.886679512249007,18.562222475271962
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1996,15.88979608203298,32.76873500399844,5.5156930111471905
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1996,14.47733151413417,18.077697744771022,10.8992169892662
29,Summary exposure value,157,Yemen,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,8.61481794141228,11.58029481155604,6.60020428763691
29,Summary exposure value,157,Yemen,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,1.3691685005685,2.53373554436476,0.7161557295582
29,Summary exposure value,157,Yemen,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1992,23.51588117292942,28.703972476339988,18.4742520344692
29,Summary exposure value,214,Nigeria,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,1.61208114787822,3.01110195534988,0.7931149240973601
29,Summary exposure value,214,Nigeria,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,14.10295650063449,18.37614896601537,11.01984076070952
29,Summary exposure value,185,Rwanda,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2003,1.71550897748856,3.50673213123804,0.80953385652113
29,Summary exposure value,185,Rwanda,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2003,6.04695522103373,8.54232171591642,4.02612689619614
29,Summary exposure value,136,Paraguay,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2013,25.100567863135158,29.17659092433032,21.73787740973478
29,Summary exposure value,136,Paraguay,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2013,8.20335768914316,20.870905536820487,2.78355861600279
29,Summary exposure value,136,Paraguay,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2013,13.205489710847502,17.4689449193181,9.58405059392734
29,Summary exposure value,374,Niue,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2001,45.69342510681985,52.01942047786508,39.84746129878562
29,Summary exposure value,385,Puerto Rico,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2001,23.52779057585821,28.57638331322071,19.06146859816502
29,Summary exposure value,216,Senegal,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1998,10.37872367262726,12.67267117731855,8.07972449499481
29,Summary exposure value,107,Barbados,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2002,17.4195369531569,37.79850832030835,5.15727665724695
29,Summary exposure value,107,Barbados,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2002,39.99347625127674,46.57143216901723,33.846440164115336
29,Summary exposure value,1,Global,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,13.23859852673136,15.56189900494076,11.07622025393636
29,Summary exposure value,1,Global,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,10.160599052069049,18.34101904306728,4.33265199663469
29,Summary exposure value,1,Global,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,16.8155357676244,19.549632924101733,13.99582728501041
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2004,24.83219846764634,28.26055833325477,20.90572307968672
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2004,22.592141001867567,41.47341336937051,8.99683260668623
29,Summary exposure value,55,Slovenia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2004,15.18793939172368,18.79097225921255,11.92349208076016
29,Summary exposure value,80,France,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1991,18.16243375085774,22.03949744596685,15.254585544475429
29,Summary exposure value,80,France,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1991,20.68789130603407,40.11473546125118,9.23834713937432
29,Summary exposure value,80,France,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1991,21.64110093163191,26.936305710060036,17.15053222659843
29,Summary exposure value,393,Saint Kitts and Nevis,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2001,20.19928744461579,25.74605815632584,15.08341234651202
29,Summary exposure value,393,Saint Kitts and Nevis,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2001,7.1279963755579905,16.13836126920763,2.3244566902324
29,Summary exposure value,14,Maldives,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2014,16.98472181978785,19.58411782563524,14.375040383498868
29,Summary exposure value,14,Maldives,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2014,4.30448087217858,10.67546480321888,1.62096292065079
29,Summary exposure value,14,Maldives,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2014,37.09587054940227,42.05433631436217,32.50882965179297
29,Summary exposure value,84,Ireland,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1999,23.91110291322858,27.31780714102403,21.01025134395288
29,Summary exposure value,84,Ireland,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1999,30.433885429236838,48.19670313758522,17.43737539548497
29,Summary exposure value,84,Ireland,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1999,22.99603604926941,27.62437478794788,18.879684275089602
29,Summary exposure value,13,Malaysia,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2011,16.2255439932269,18.73493902055398,14.349689579639241
29,Summary exposure value,13,Malaysia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2011,10.29703549539291,14.335003233880109,6.9552428975071
29,Summary exposure value,13,Malaysia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2011,23.912111600561712,29.076086422858573,19.17901729432731
29,Summary exposure value,12,Lao People's Democratic Republic,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2004,6.42493439501341,7.91241710537745,5.05395663969782
29,Summary exposure value,12,Lao People's Democratic Republic,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2004,3.17680813061689,6.689880447058121,1.27926347816819
29,Summary exposure value,12,Lao People's Democratic Republic,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2004,6.2569470466218995,8.27834947845774,4.765895586948489
29,Summary exposure value,1,Global,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2012,17.60639557906592,19.164200034942517,16.17562493076624
29,Summary exposure value,1,Global,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2012,14.159789582644741,18.25789450921446,10.7817836227689
29,Summary exposure value,1,Global,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2012,17.46885722890993,20.48973125101847,14.69339659874608
29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,11.75028556285862,14.20990624235391,9.58931752104118
29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,7.22237811739155,14.03665006052548,3.0944144314887403
29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,26.769857770965437,32.10987743590934,21.52309983656107
