measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,25,Micronesia (Federated States of),3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,1.7608181921152075,2.047859474748793,1.500222296055949
5,Prevalence,202,Cameroon,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,202,Cameroon,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,202,Cameroon,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,202,Cameroon,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,49628.56633680082,60834.95915781835,39244.65637804275
5,Prevalence,202,Cameroon,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,69903.28445335756,83959.48970020418,58313.54582656309
5,Prevalence,202,Cameroon,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,81906.01048382965,97254.5328396862,69129.05606103512
5,Prevalence,202,Cameroon,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,89688.86987828996,105178.76223507932,76899.58977989858
5,Prevalence,202,Cameroon,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,93408.33744679009,107111.38540182685,80514.4907440063
5,Prevalence,202,Cameroon,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,90725.86989006057,104540.1677098241,76651.56760055906
5,Prevalence,202,Cameroon,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,84940.69987006261,97610.61016183524,71184.13263212192
5,Prevalence,202,Cameroon,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,78165.51400590647,89643.24994587387,65309.07780391723
5,Prevalence,202,Cameroon,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,74285.0374574799,85241.9370262953,63357.93544049248
5,Prevalence,202,Cameroon,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,71182.35286609229,82236.40891158587,60512.965012087145
5,Prevalence,202,Cameroon,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,63889.46696865381,72653.45292154734,56343.7056262291
5,Prevalence,202,Cameroon,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,49578.7501542728,54672.98090628839,45403.03463276131
5,Prevalence,202,Cameroon,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,32060.016417938383,35476.269798358,29414.551328888872
5,Prevalence,202,Cameroon,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,15755.131941210584,17495.25907645766,14414.911974084958
5,Prevalence,202,Cameroon,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,6171.885209243358,6853.873323650126,5557.577529871332
5,Prevalence,202,Cameroon,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,1584.103100185188,1802.69144955976,1387.7870057095147
5,Prevalence,191,Zambia,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,191,Zambia,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,191,Zambia,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,191,Zambia,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,30762.871377213112,38730.91766695492,24583.84628474127
5,Prevalence,191,Zambia,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,41897.62151863302,51580.92228137803,34502.83237125082
5,Prevalence,191,Zambia,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,48592.9085744048,56815.7139133086,40381.992381480086
5,Prevalence,191,Zambia,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,49722.56051804064,58086.68862705857,42110.13648121842
5,Prevalence,191,Zambia,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,50111.919730426416,57214.57696711528,43706.50091246843
5,Prevalence,191,Zambia,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,50647.58559525832,58173.17619866772,43593.837085815394
5,Prevalence,191,Zambia,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,49006.83407969401,55456.81038096248,42125.36065493285
5,Prevalence,191,Zambia,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,42106.02215112386,48085.35626084894,36334.42465425382
5,Prevalence,191,Zambia,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,35564.54378621611,40287.08780199333,30861.95450359537
5,Prevalence,191,Zambia,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,32388.11555634798,37491.48430469504,28125.539115600008
5,Prevalence,191,Zambia,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,30707.40758698058,34642.850258151695,27147.482351322666
5,Prevalence,191,Zambia,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,26220.1994663019,28954.08013845663,23625.759936310023
5,Prevalence,191,Zambia,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,17538.50816813625,19685.89331283171,15792.398689354208
5,Prevalence,191,Zambia,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,8634.05597631309,9816.456034398092,7772.518475625981
5,Prevalence,191,Zambia,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,3071.2264808560394,3528.90912196726,2718.94174376631
5,Prevalence,191,Zambia,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,774.6003277306056,903.5719218502874,671.7530057670621
5,Prevalence,191,Zambia,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,148.97578172085852,181.5173233646213,120.97790129672568
5,Prevalence,37,Kyrgyzstan,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,37,Kyrgyzstan,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,37,Kyrgyzstan,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,37,Kyrgyzstan,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,4286.15700208475,5696.912356754577,3272.971459590697
5,Prevalence,37,Kyrgyzstan,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,6348.83998513717,7694.586555780313,5080.706425855245
5,Prevalence,37,Kyrgyzstan,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,9022.67866652666,11011.31269718816,7468.680596045356
5,Prevalence,37,Kyrgyzstan,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,11947.738445646395,14371.322428797648,9782.057685833775
5,Prevalence,37,Kyrgyzstan,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,14800.307649047196,17024.82378591012,12455.452459644132
5,Prevalence,37,Kyrgyzstan,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,17202.915200952462,19894.508835699336,14508.584877380745
5,Prevalence,37,Kyrgyzstan,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,21380.44042247055,24884.59296670167,18314.07887952712
5,Prevalence,37,Kyrgyzstan,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,27451.473341664077,32035.26961105418,23248.384259253173
5,Prevalence,37,Kyrgyzstan,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,33867.56798280404,38508.29639178071,30107.41666788245
5,Prevalence,37,Kyrgyzstan,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,38599.91609423784,44108.69704496776,34761.552585861056
5,Prevalence,37,Kyrgyzstan,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,29814.60818114335,33380.686504176134,26540.799266279377
5,Prevalence,37,Kyrgyzstan,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,19135.528118494705,21220.201031031247,17197.099470300138
5,Prevalence,37,Kyrgyzstan,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,7233.073410767539,8040.3101496181425,6528.188611544862
5,Prevalence,37,Kyrgyzstan,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,5435.698634549748,6060.746493132408,4918.639868833527
5,Prevalence,37,Kyrgyzstan,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,2382.998271869827,2666.392969766169,2144.7687619275043
5,Prevalence,37,Kyrgyzstan,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,740.501586860517,830.2100069215837,663.4440313951229
5,Prevalence,37,Kyrgyzstan,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,203.40967893468024,228.9292892239968,182.1460757683499
5,Prevalence,72,New Zealand,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,72,New Zealand,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,72,New Zealand,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,72,New Zealand,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,1066.7392410110592,1560.58291931625,529.1452470556617
5,Prevalence,72,New Zealand,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,1958.2961172318355,2465.743433790373,1457.6281241898992
5,Prevalence,72,New Zealand,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,3837.0917029954735,4636.957189474057,3156.086326865936
5,Prevalence,72,New Zealand,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,7309.524508808653,8440.992384891744,6304.760235941258
5,Prevalence,72,New Zealand,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,10161.885742465029,11490.331980508709,8972.737398689413
5,Prevalence,72,New Zealand,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,13259.426178929005,14780.344967767938,11682.60721448174
5,Prevalence,72,New Zealand,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,18105.041361744115,19863.074885929887,16309.780671685558
5,Prevalence,72,New Zealand,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,26901.774382961117,29658.53818143803,24037.077187741044
5,Prevalence,72,New Zealand,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,34592.16251062888,37814.23976884116,31438.15115247476
5,Prevalence,72,New Zealand,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,43873.49222398391,47827.99054271801,40416.7935981849
5,Prevalence,72,New Zealand,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,44549.20112133318,48008.39869155861,41351.9238525893
5,Prevalence,72,New Zealand,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,42112.887760406455,45145.32822190535,39419.21253015995
5,Prevalence,72,New Zealand,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,33215.97354892203,35658.627357852805,31265.495500992685
5,Prevalence,72,New Zealand,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,21053.69881291097,22758.932711050977,19678.612508696548
5,Prevalence,72,New Zealand,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,10488.174363031552,11412.87426060568,9694.156205906424
5,Prevalence,72,New Zealand,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,4623.492031763847,5070.828993594892,4233.702602868883
5,Prevalence,72,New Zealand,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,1202.7347893229771,1336.6420429385005,1092.1942246045237
5,Prevalence,84,Ireland,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,84,Ireland,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,84,Ireland,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,84,Ireland,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,561.6434404874615,937.841789882648,116.29963369134464
5,Prevalence,84,Ireland,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,1588.909347329732,2217.274223171484,1025.9205797822972
5,Prevalence,84,Ireland,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,3265.680171675156,4256.839779361719,2390.958139529579
5,Prevalence,84,Ireland,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,6114.49101518888,7512.454918790963,4794.050212141161
5,Prevalence,84,Ireland,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,10159.156026549388,12022.056675099262,8351.454839307493
5,Prevalence,84,Ireland,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,15483.925578544804,18125.922099181887,12619.992429323094
5,Prevalence,84,Ireland,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,18224.79859636997,21246.26351046216,15172.707009134425
5,Prevalence,84,Ireland,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,21229.17355043016,24698.54851080339,18161.423598463687
5,Prevalence,84,Ireland,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,23652.92863422707,27092.083019188474,20454.76875264819
5,Prevalence,84,Ireland,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,26240.971477123865,30074.478812401725,22759.11717760921
5,Prevalence,84,Ireland,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,27716.004323898047,31363.750130855973,24493.73720541803
5,Prevalence,84,Ireland,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,27876.6909360498,31246.79420248181,25092.03941383234
5,Prevalence,84,Ireland,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,22978.22190706134,25499.83718341696,20775.160236679694
5,Prevalence,84,Ireland,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,13978.801870740044,15506.510982655873,12537.242125557168
5,Prevalence,84,Ireland,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,7257.455422139873,8110.181699242573,6440.456465917385
5,Prevalence,84,Ireland,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,2614.6740433269056,2956.223699062075,2287.139769421501
5,Prevalence,84,Ireland,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,524.1714175155064,603.6322772022656,439.6688185523987
5,Prevalence,422,United States Virgin Islands,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,422,United States Virgin Islands,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,422,United States Virgin Islands,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,422,United States Virgin Islands,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,64.3230313014166,82.23878272211213,50.44358207819968
5,Prevalence,422,United States Virgin Islands,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,100.84167181297242,122.46457202823578,81.84894840380414
5,Prevalence,422,United States Virgin Islands,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,163.2453280704254,193.6891679446469,134.90141986242423
5,Prevalence,422,United States Virgin Islands,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,263.35517990378395,312.5103126214533,220.75513357860692
5,Prevalence,422,United States Virgin Islands,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,371.4842712116428,441.2785442659144,315.1082420779124
5,Prevalence,422,United States Virgin Islands,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,529.3186825671819,622.6800269762803,448.0793516615942
5,Prevalence,422,United States Virgin Islands,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,705.929753986017,829.1825429850489,609.162700492355
5,Prevalence,422,United States Virgin Islands,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,1057.0555691902628,1209.3091561743454,897.611769031443
5,Prevalence,422,United States Virgin Islands,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,1445.928802933692,1635.358503269102,1266.1989090913453
5,Prevalence,422,United States Virgin Islands,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,1607.5580641326274,1823.882995596805,1426.3515401633726
5,Prevalence,422,United States Virgin Islands,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,1628.7383343707302,1859.3129974341532,1450.6953031094995
5,Prevalence,422,United States Virgin Islands,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,1492.5868750149127,1662.5131684767132,1348.231016898641
5,Prevalence,422,United States Virgin Islands,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,1260.254077029534,1383.359347910652,1147.8641400540955
5,Prevalence,422,United States Virgin Islands,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,767.5111185187623,844.6970479527397,689.654281769457
5,Prevalence,422,United States Virgin Islands,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,331.2246964693447,365.7321168932593,296.93233124699134
5,Prevalence,422,United States Virgin Islands,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,123.46918306161857,137.9395098398955,109.23675820138568
5,Prevalence,422,United States Virgin Islands,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,29.648470751809025,34.7523337427048,24.834651878599168
5,Prevalence,49,North Macedonia,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,49,North Macedonia,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,49,North Macedonia,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,49,North Macedonia,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,423.88943546747686,587.5284009033267,281.7852842968503
5,Prevalence,49,North Macedonia,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,719.2829599175686,905.7193117016388,556.8607092753648
5,Prevalence,49,North Macedonia,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,1054.3953208294415,1290.7314791732565,850.616817762283
5,Prevalence,49,North Macedonia,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,1559.6102070344273,1883.7394423076596,1278.038049962793
5,Prevalence,49,North Macedonia,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,2490.989441905556,2948.711351099108,2110.378067729942
5,Prevalence,49,North Macedonia,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,4213.472191667377,5058.304616955774,3411.0028399296816
5,Prevalence,49,North Macedonia,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,7476.2268248847395,8766.44661619114,6110.807941495647
5,Prevalence,49,North Macedonia,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,12795.53100412686,14924.525612503989,10836.89443414897
5,Prevalence,49,North Macedonia,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,22419.75620072712,25678.54018320593,19814.77005372197
5,Prevalence,49,North Macedonia,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,32629.29363271565,38181.981451448286,28420.151629729666
5,Prevalence,49,North Macedonia,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,38051.86357897733,43411.005051928725,33361.33262036025
5,Prevalence,49,North Macedonia,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,33226.65584006775,37011.47140972224,29777.42674450129
5,Prevalence,49,North Macedonia,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,22390.439778854765,24940.544073875084,20148.043253423344
5,Prevalence,49,North Macedonia,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,13067.549364661689,14573.630990168507,11667.892580371114
5,Prevalence,49,North Macedonia,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,5726.776767101934,6503.884807460158,5050.276394411855
5,Prevalence,49,North Macedonia,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,1227.8614807421034,1402.828303047426,1068.2064354332
5,Prevalence,49,North Macedonia,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,180.7741062910608,209.0770828914084,153.91860147265962
5,Prevalence,131,Nicaragua,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,131,Nicaragua,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,131,Nicaragua,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,131,Nicaragua,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,5184.967748863033,6505.913479474357,3994.3163290560096
5,Prevalence,131,Nicaragua,3,Both,9,20-24 years,976,Diabetes mellitus type 2,1,Number,2023,8724.79977673625,10662.174728858396,7051.267592179812
5,Prevalence,131,Nicaragua,3,Both,10,25-29 years,976,Diabetes mellitus type 2,1,Number,2023,13325.095791079766,15755.457996300667,11044.329166089408
5,Prevalence,131,Nicaragua,3,Both,11,30-34 years,976,Diabetes mellitus type 2,1,Number,2023,18681.734561524816,21489.125606014244,15375.697196272067
5,Prevalence,131,Nicaragua,3,Both,12,35-39 years,976,Diabetes mellitus type 2,1,Number,2023,24358.125787467365,28071.309610872835,20489.029880865863
5,Prevalence,131,Nicaragua,3,Both,13,40-44 years,976,Diabetes mellitus type 2,1,Number,2023,29629.868357339696,34110.70506580048,24783.561230622905
5,Prevalence,131,Nicaragua,3,Both,14,45-49 years,976,Diabetes mellitus type 2,1,Number,2023,32729.53227978434,36791.70302065028,28120.223681092364
5,Prevalence,131,Nicaragua,3,Both,15,50-54 years,976,Diabetes mellitus type 2,1,Number,2023,34909.68506331103,39408.92105076438,30171.54167857262
5,Prevalence,131,Nicaragua,3,Both,16,55-59 years,976,Diabetes mellitus type 2,1,Number,2023,36662.34576660281,40799.53866080721,32502.517568994903
5,Prevalence,131,Nicaragua,3,Both,17,60-64 years,976,Diabetes mellitus type 2,1,Number,2023,35249.08148777163,39443.59337412735,31570.59425085792
5,Prevalence,131,Nicaragua,3,Both,18,65-69 years,976,Diabetes mellitus type 2,1,Number,2023,30164.31616779516,33313.061053572004,27310.7783376727
5,Prevalence,131,Nicaragua,3,Both,19,70-74 years,976,Diabetes mellitus type 2,1,Number,2023,23181.598615481296,25279.851039646484,21439.02566322637
5,Prevalence,131,Nicaragua,3,Both,20,75-79 years,976,Diabetes mellitus type 2,1,Number,2023,15550.7484845925,16891.171517911433,14444.692331164078
5,Prevalence,131,Nicaragua,3,Both,30,80-84 years,976,Diabetes mellitus type 2,1,Number,2023,8924.258243776269,9650.611413397866,8208.224389483541
5,Prevalence,131,Nicaragua,3,Both,31,85-89 years,976,Diabetes mellitus type 2,1,Number,2023,4015.724956212551,4400.554311296564,3651.695327670828
5,Prevalence,131,Nicaragua,3,Both,32,90-94 years,976,Diabetes mellitus type 2,1,Number,2023,986.5321246803724,1102.5117915120404,885.9398208894004
5,Prevalence,131,Nicaragua,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2023,76.65777987575179,90.14040742284917,66.77397845151548
5,Prevalence,14,Maldives,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,14,Maldives,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,14,Maldives,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2023,0.0,0.0,0.0
5,Prevalence,14,Maldives,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2023,234.3571829099584,313.4663677009252,173.145343632111
