population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,All Population,29,Summary exposure value,217,Sierra Leone,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,1.10609113233341,1.93022634621563,0.6498555478109099
1,All Population,29,Summary exposure value,217,Sierra Leone,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,11.99284234427476,15.41873985931394,8.85657326983584
1,All Population,29,Summary exposure value,16,Philippines,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,34.47829501442291,37.74396630666192,31.59491302290054
1,All Population,29,Summary exposure value,16,Philippines,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,7.6521500392098405,9.17618236373201,5.94808463946361
1,All Population,29,Summary exposure value,19,Timor-Leste,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,1.8044752949694,3.5212602482342703,0.8519116093271699
1,All Population,29,Summary exposure value,19,Timor-Leste,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,6.732608553751911,8.68766852921086,4.65321248977385
1,All Population,29,Summary exposure value,20,Viet Nam,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,29.6429998309325,31.713988169260297,27.7629017944028
1,All Population,29,Summary exposure value,20,Viet Nam,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,2.20243562868077,2.85171783041566,1.6481186726283399
1,All Population,29,Summary exposure value,24,Marshall Islands,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,28.15544892356476,32.54265943436566,24.49318186828806
1,All Population,29,Summary exposure value,82,Greece,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1991,41.370645548833615,44.01406941515669,39.10658370345813
1,All Population,29,Summary exposure value,82,Greece,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1991,21.2038636070248,25.018927757375746,17.814672728560012
1,All Population,29,Summary exposure value,82,Greece,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1991,22.09895183151392,40.88263859804412,10.17750264824385
1,All Population,29,Summary exposure value,305,Bermuda,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,19.52714007342777,24.20480652770515,16.10379149755159
1,All Population,29,Summary exposure value,305,Bermuda,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,17.24717734350642,22.05867979635566,14.25159283921602
1,All Population,29,Summary exposure value,305,Bermuda,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,8.708071195691168,20.13026442016367,2.64025902183357
1,All Population,29,Summary exposure value,305,Bermuda,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,21.97455160570712,26.763083527292046,17.21799370215533
1,All Population,29,Summary exposure value,214,Nigeria,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,1.61208114787822,3.01110195534988,0.7931149240973601
1,All Population,29,Summary exposure value,214,Nigeria,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,14.10295650063449,18.37614896601537,11.01984076070952
1,All Population,29,Summary exposure value,218,Togo,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,10.61042408535204,12.60705250741113,8.99677078146183
1,All Population,29,Summary exposure value,82,Greece,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1991,15.077189138178301,18.93291868118513,11.49369188210912
1,All Population,29,Summary exposure value,86,Italy,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1991,33.76783269993212,35.78672703807755,31.79767688133786
1,All Population,29,Summary exposure value,86,Italy,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1991,21.72282393904599,25.64771547120574,18.298267831743058
1,All Population,29,Summary exposure value,157,Yemen,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1992,29.99763523994055,34.62668356918074,26.44489348217932
1,All Population,29,Summary exposure value,157,Yemen,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,8.61481794141228,11.58029481155604,6.60020428763691
1,All Population,29,Summary exposure value,157,Yemen,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,1.3691685005685,2.53373554436476,0.7161557295582
1,All Population,29,Summary exposure value,157,Yemen,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1992,23.51588117292942,28.703972476339988,18.4742520344692
1,All Population,29,Summary exposure value,163,India,3,Both,27,Age-standardized,98,Tobacco,3,Rate,2006,23.37529562105333,25.19129017027601,21.432246594333982
1,All Population,29,Summary exposure value,163,India,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2006,6.1306872799636,7.08803120514603,5.21135420257693
1,All Population,29,Summary exposure value,163,India,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2006,4.44530174701724,9.83471898778822,1.72426152726094
1,All Population,29,Summary exposure value,163,India,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2006,15.599670847872172,18.7231226748399,12.94015076017663
1,All Population,29,Summary exposure value,218,Togo,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,9.03801932716059,11.84386051916462,6.6037751080346805
1,All Population,29,Summary exposure value,218,Togo,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,1.1796784720670301,2.07993578894255,0.67071313977542
1,All Population,29,Summary exposure value,218,Togo,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,6.743469938924849,9.00461207198285,4.71598621671764
1,All Population,29,Summary exposure value,349,Greenland,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,38.512483375062615,46.06872504915077,32.875181744212476
1,All Population,29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,32.04551623251883,36.15652244731543,28.46730903660426
1,All Population,29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,11.75028556285862,14.20990624235391,9.58931752104118
1,All Population,29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,7.22237811739155,14.03665006052548,3.0944144314887403
1,All Population,29,Summary exposure value,8,Taiwan,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,26.769857770965437,32.10987743590934,21.52309983656107
1,All Population,29,Summary exposure value,25,Micronesia (Federated States of),3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,35.24178312617758,39.86562165030087,31.17172781159865
1,All Population,29,Summary exposure value,22,Fiji,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1993,12.54190758086253,30.069055491583267,3.6079422205185905
1,All Population,29,Summary exposure value,26,Papua New Guinea,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,31.389702529134688,35.62117554844378,28.141425883820958
1,All Population,29,Summary exposure value,156,United Arab Emirates,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1992,20.09438865510041,23.746566414392138,17.233494067741532
1,All Population,29,Summary exposure value,156,United Arab Emirates,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,24.90755869246913,30.244643895155843,20.03278738203716
1,All Population,29,Summary exposure value,156,United Arab Emirates,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,42.00858571064882,69.0052277532787,18.95406026631273
1,All Population,29,Summary exposure value,374,Niue,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,21.41146318296575,25.5613363187543,18.18031827685824
1,All Population,29,Summary exposure value,374,Niue,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,42.144412984797455,48.08740272285108,35.88402913614222
1,All Population,29,Summary exposure value,385,Puerto Rico,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,22.58164515045204,27.7965794068984,17.659605561029938
1,All Population,29,Summary exposure value,374,Niue,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,11.75814094989667,27.822906442976453,3.4570546239095905
1,All Population,29,Summary exposure value,374,Niue,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,28.18346862115232,34.37815825435787,22.31874321132796
1,All Population,29,Summary exposure value,24,Marshall Islands,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,31.53831859469753,36.48702477731269,25.69656626020855
1,All Population,29,Summary exposure value,24,Marshall Islands,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,6.889961940117311,17.099514567735,2.34488277076087
1,All Population,29,Summary exposure value,24,Marshall Islands,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,55.70510796126242,62.62634790038014,48.258459736171524
1,All Population,29,Summary exposure value,367,Monaco,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,31.71176603526445,39.95545054616045,25.425878725965912
1,All Population,29,Summary exposure value,367,Monaco,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,27.664623007682472,34.329564248153886,21.73323158686867
1,All Population,29,Summary exposure value,376,Northern Mariana Islands,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1993,42.71816038733709,76.7233198267256,13.24637959729699
1,All Population,29,Summary exposure value,376,Northern Mariana Islands,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,32.790052742105594,40.376453858354836,24.83404082382262
1,All Population,29,Summary exposure value,369,Nauru,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,33.56436014270098,37.57899529323375,30.233550371915157
1,All Population,29,Summary exposure value,369,Nauru,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,45.74593607995489,51.63170886191506,40.14058590245871
1,All Population,29,Summary exposure value,380,Palau,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1993,16.420412486141288,39.57060397621156,4.62001438958174
1,All Population,29,Summary exposure value,380,Palau,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,29.20342640349314,36.54628526979868,22.97498264084858
1,All Population,29,Summary exposure value,80,France,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1991,32.50154459759724,34.13901220089044,30.77710553180082
1,All Population,29,Summary exposure value,80,France,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1991,18.16243375085774,22.03949744596685,15.254585544475429
1,All Population,29,Summary exposure value,80,France,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1991,20.68789130603407,40.11473546125118,9.23834713937432
1,All Population,29,Summary exposure value,80,France,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1991,21.64110093163191,26.936305710060036,17.15053222659843
1,All Population,29,Summary exposure value,7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,98,Tobacco,3,Rate,2001,28.63441192700651,31.26985559184341,26.237263082089292
1,All Population,29,Summary exposure value,7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2001,12.23902207962311,17.06298870931681,8.407169329572781
1,All Population,29,Summary exposure value,7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2001,1.7865075375428,3.21146359402917,0.83815442075936
1,All Population,29,Summary exposure value,7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2001,16.2431665759006,20.75534878186058,12.639415854737148
1,All Population,29,Summary exposure value,380,Palau,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,26.64899487998348,31.71129807685252,22.61656322549581
1,All Population,29,Summary exposure value,380,Palau,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,33.75568432975834,39.079247826399886,28.002086962350308
1,All Population,29,Summary exposure value,179,Ethiopia,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2009,1.53132968573011,3.16921770795607,0.7711706739805501
1,All Population,29,Summary exposure value,179,Ethiopia,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2009,8.59414134575378,10.71903525185014,6.619305797359321
1,All Population,29,Summary exposure value,183,Mauritius,3,Both,27,Age-standardized,98,Tobacco,3,Rate,2009,22.72741118162703,24.873236929594388,20.699193595460162
1,All Population,29,Summary exposure value,183,Mauritius,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2009,17.23205234945717,20.78723199106415,14.3574841978895
1,All Population,29,Summary exposure value,23,Kiribati,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1993,6.43794622134496,15.31946692125749,2.08633095124167
1,All Population,29,Summary exposure value,23,Kiribati,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,40.2845640509496,46.93264792770996,32.80781615292565
1,All Population,29,Summary exposure value,27,Samoa,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,32.5233750515172,36.98882754289588,29.21316106660687
1,All Population,29,Summary exposure value,26,Papua New Guinea,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,15.090730454672268,20.37706376065203,11.30313676723736
1,All Population,29,Summary exposure value,26,Papua New Guinea,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1993,4.32879968133373,9.77122915608215,1.6035942980992102
1,All Population,29,Summary exposure value,26,Papua New Guinea,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,21.5603459755391,27.07290316003728,16.3937724561525
1,All Population,29,Summary exposure value,86,Italy,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1991,17.8713211542019,34.86483696142946,7.62148775462869
1,All Population,29,Summary exposure value,86,Italy,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1991,23.50686156930518,28.24253542265837,19.45922910992292
1,All Population,29,Summary exposure value,90,Norway,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1991,31.64779316344561,34.96856968008217,28.333664778821237
1,All Population,29,Summary exposure value,320,Cook Islands,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,28.454571307496966,32.72603605752641,24.78677859970454
1,All Population,29,Summary exposure value,320,Cook Islands,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,43.37518566958289,49.04352005380148,37.310277137532324
1,All Population,29,Summary exposure value,320,Cook Islands,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,18.08995433895596,42.91357531747053,4.99060597488692
1,All Population,29,Summary exposure value,320,Cook Islands,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,28.74898472609707,35.7600261171646,21.90150142779803
1,All Population,29,Summary exposure value,79,Finland,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1991,28.35087783353087,30.78786370992828,26.19666242043258
1,All Population,29,Summary exposure value,79,Finland,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1991,22.93364807724269,27.41606575314658,19.12057679295812
1,All Population,29,Summary exposure value,79,Finland,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1991,19.68713739269279,36.317225012967604,8.453737628109689
1,All Population,29,Summary exposure value,79,Finland,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1991,20.19438638971667,24.51695888474341,15.451408397460881
1,All Population,29,Summary exposure value,161,Bangladesh,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1992,29.443120147566198,32.2817452115447,26.95198787050055
1,All Population,29,Summary exposure value,161,Bangladesh,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,5.031940620646299,6.69960494688187,3.69302854727212
1,All Population,29,Summary exposure value,161,Bangladesh,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,1.04791625687227,1.7964368089337899,0.6402312982003
1,All Population,29,Summary exposure value,161,Bangladesh,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1992,11.948197955203819,15.712892687228418,8.55219649953622
1,All Population,29,Summary exposure value,28,Solomon Islands,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1990,31.24770978990126,35.5547631346408,27.256417527725457
1,All Population,29,Summary exposure value,28,Solomon Islands,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1990,20.89990562503222,26.0901943018479,16.35056406352959
1,All Population,29,Summary exposure value,28,Solomon Islands,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1990,2.44248251397163,4.91847868998898,1.08113913924265
1,All Population,29,Summary exposure value,28,Solomon Islands,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1990,25.94067923206584,30.84903889818668,20.66800299757638
1,All Population,29,Summary exposure value,162,Bhutan,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1992,16.27717718428934,19.88987795116856,13.535168612440529
1,All Population,29,Summary exposure value,162,Bhutan,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,10.84873983736604,14.56274258646191,8.02037191876245
1,All Population,29,Summary exposure value,162,Bhutan,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,1.71147565403196,3.26384634496067,0.81960460360098
1,All Population,29,Summary exposure value,162,Bhutan,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1992,40.699646695481626,46.63625655049389,35.757750056096896
1,All Population,29,Summary exposure value,160,Afghanistan,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1992,8.68870224916104,10.39060476155365,7.353182805965081
1,All Population,29,Summary exposure value,160,Afghanistan,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,15.07141532421783,19.03738734037326,12.09468637973932
1,All Population,29,Summary exposure value,160,Afghanistan,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,1.7678750260249902,3.4599746541783203,0.83601193012325
1,All Population,29,Summary exposure value,160,Afghanistan,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1992,26.11389810429679,31.259311535459076,20.30317014352342
1,All Population,29,Summary exposure value,193,Botswana,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1998,12.94709022069496,15.49169395731847,10.77162405057932
1,All Population,29,Summary exposure value,193,Botswana,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1998,2.63347985671096,5.87463133538443,1.0913752830141
1,All Population,29,Summary exposure value,193,Botswana,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1998,19.92070100294521,24.04886087574562,15.664512298028749
1,All Population,29,Summary exposure value,98,Chile,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1994,33.104082446314095,36.54574772631773,30.607326161425654
1,All Population,29,Summary exposure value,98,Chile,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1994,28.41697694910731,33.816872576539,22.95088658485571
1,All Population,29,Summary exposure value,98,Chile,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1994,21.206312642512252,36.61804750813787,9.21199627882298
1,All Population,29,Summary exposure value,98,Chile,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1994,13.595779783314498,17.400807468652978,9.34802133803438
1,All Population,29,Summary exposure value,396,San Marino,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,21.42963132116729,27.586115476871033,16.24076499007259
1,All Population,29,Summary exposure value,413,Tokelau,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,32.7070307555485,38.26153222366381,28.25716489870392
1,All Population,29,Summary exposure value,105,Antigua and Barbuda,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1994,14.060719964663171,17.588037277522638,11.17299291365854
1,All Population,29,Summary exposure value,105,Antigua and Barbuda,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1994,18.60413151174872,24.57324893085703,14.13589534962677
1,All Population,29,Summary exposure value,108,Belize,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1994,9.16297954130172,20.843765779760428,2.77239943560337
1,All Population,29,Summary exposure value,108,Belize,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1994,16.81157519889572,21.60479437934021,12.658944740864941
1,All Population,29,Summary exposure value,90,Norway,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1991,21.456146869710892,26.26625079220158,17.21318688011558
1,All Population,29,Summary exposure value,90,Norway,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1991,22.83339989746014,42.90107011627372,9.26433333722085
1,All Population,29,Summary exposure value,90,Norway,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1991,21.75820492192823,26.976716724587966,16.35510227158239
1,All Population,29,Summary exposure value,164,Nepal,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1992,33.96413351412594,37.45120393592515,30.804599675414078
1,All Population,29,Summary exposure value,164,Nepal,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,4.74107312949541,6.46567353513243,3.44663035389714
1,All Population,29,Summary exposure value,164,Nepal,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,1.337183835028,2.3985595568096,0.72112355029797
1,All Population,29,Summary exposure value,164,Nepal,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1992,9.82537156071799,12.90667516766919,7.133827808079849
1,All Population,29,Summary exposure value,102,United States of America,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1994,31.743073122178,33.89739835482431,29.59819785318999
1,All Population,29,Summary exposure value,102,United States of America,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1994,31.284053064275003,46.91995667804317,16.50448909768574
1,All Population,29,Summary exposure value,102,United States of America,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1994,18.01338732891592,22.72128119259196,13.7029359534795
1,All Population,29,Summary exposure value,413,Tokelau,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,48.1004273141072,53.525371155616064,41.11593036340931
1,All Population,29,Summary exposure value,413,Tokelau,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1993,7.7619505496616,17.74160799790303,2.56253729499494
1,All Population,29,Summary exposure value,413,Tokelau,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,28.37209451816387,35.58462814787377,21.33238742033419
1,All Population,29,Summary exposure value,25,Micronesia (Federated States of),3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,33.64841638912162,38.7841877171051,28.47210751501958
1,All Population,29,Summary exposure value,25,Micronesia (Federated States of),3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1993,7.04858868156749,16.49710632545092,2.42122167568787
1,All Population,29,Summary exposure value,25,Micronesia (Federated States of),3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1993,54.051121928055665,60.11710618811643,47.40299215524807
1,All Population,29,Summary exposure value,385,Puerto Rico,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1993,15.17662239514596,17.10406266314651,13.481506465448808
1,All Population,29,Summary exposure value,385,Puerto Rico,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1993,30.193884651147428,33.806250989401285,26.76518808465151
1,All Population,29,Summary exposure value,194,Lesotho,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1998,16.691116164774918,18.951447202359002,15.083622132440661
1,All Population,29,Summary exposure value,197,Eswatini,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1998,4.89237941944529,11.18228801503659,1.7456961465109702
1,All Population,29,Summary exposure value,197,Eswatini,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1998,15.089449542115599,18.51200556880395,11.84851159712464
1,All Population,29,Summary exposure value,106,Bahamas,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1994,6.7021354755310405,15.201853649949971,2.24393175962935
1,All Population,29,Summary exposure value,106,Bahamas,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1994,19.56540732583166,24.49335451487267,15.26654265620474
1,All Population,29,Summary exposure value,94,Switzerland,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1991,34.939894908818594,37.52487334937084,32.44700006076352
1,All Population,29,Summary exposure value,94,Switzerland,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1991,23.2770361954687,28.76972296089737,18.06062660379909
1,All Population,29,Summary exposure value,94,Switzerland,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1991,21.8888518893195,40.364138943400754,9.37977919995644
1,All Population,29,Summary exposure value,94,Switzerland,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1991,18.19754396634401,22.75278564458198,13.31620483534271
1,All Population,29,Summary exposure value,168,Angola,3,Both,27,Age-standardized,98,Tobacco,3,Rate,1992,11.50523101368082,14.299402197908421,9.380851172247311
1,All Population,29,Summary exposure value,168,Angola,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,1992,8.27347245592088,11.31607093757005,6.21117673406608
1,All Population,29,Summary exposure value,168,Angola,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,1992,1.85217088625503,3.51461687053558,0.86725831017075
1,All Population,29,Summary exposure value,168,Angola,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,1992,10.65686796039417,14.05076001822018,7.806249282778779
